{'deploy': True, 'tag': 'minLM', 'run_name': 'run4', 'seed': 0, 'device': 'cuda:0', 'total_iters': 155000, 'data': {'bs': 2, 'tokenizer': 'openai-community/gpt2', 'subsample': 1.0, 'min_len': 5, 'nworkers': 2, 'title': True}, 'net': {'compile': True, 'vocab_size': 50258, 'context_size': 512, 'n_layer': 20, 'n_head': 12, 'n_embd': 2040, 'bias': False}, 'optimizer': {'learning_rate': 0.0003, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'grad_accumulation': 400, 'ignore_eos': False, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True, 'min_lr': 0.0001}, 'log': {'eval_interval': 5000, 'log_interval': 500, 'save_interval': 50000}}
obuxl60u
Number of rows in train dataset: 1156952
Number of rows in test dataset: 2859
num decayed parameter tensors: 82, with 1,102,354,800 parameters
num non-decayed parameter tensors: 41, with 83,640 parameters
using fused AdamW: True
Iter 0 | Perplexity: 69935.375
Epoch 0.0
Iter 0 | LR: 0.0003 | MFU: 0.2585853015569374 | time 86.92s | Loss: inf
Iter 5000 | LR: 0.0002994869323391895 | MFU: 0.4089611911916891 | time 90.93s | Loss: 2.0659051866736267
Iter 5500 | LR: 0.0002993792997184316 | MFU: 0.42187813625850806 | time 41.77s | Loss: 1.92494337304961
Iter 6000 | LR: 0.0002992614607919559 | MFU: 0.4334151378977176 | time 41.83s | Loss: 1.8323744659079262
Iter 6500 | LR: 0.00029913342766188137 | MFU: 0.4438991866273318 | time 41.76s | Loss: 1.7487734544323752
Iter 7000 | LR: 0.0002989952134772769 | MFU: 0.4533164879449983 | time 41.77s | Loss: 1.640732580202166
Iter 7500 | LR: 0.0002988468324328111 | MFU: 0.4617913423225323 | time 41.77s | Loss: 1.5216154379304503
Iter 8000 | LR: 0.0002986882997672944 | MFU: 0.46933365160713725 | time 41.84s | Loss: 1.4930754888453512
Iter 8500 | LR: 0.00029851963176211383 | MFU: 0.4762257011407955 | time 41.76s | Loss: 1.487785474152769
Iter 9000 | LR: 0.00029834084573956125 | MFU: 0.48240124767009224 | time 41.78s | Loss: 1.519818183756433
Iter 9500 | LR: 0.000298151960061054 | MFU: 0.48794494468877286 | time 41.79s | Loss: 1.4682679392048155
Iter 10000 | Perplexity: 1757.1943359375
Iter 10000 | LR: 0.00029795299412524944 | MFU: 0.46383746603723164 | time 91.04s | Loss: 1.525454387348146
Iter 10500 | LR: 0.00029774396836605255 | MFU: 0.47122886727357727 | time 41.80s | Loss: 1.387934657966251
Iter 11000 | LR: 0.0002975249042505174 | MFU: 0.47786665257896366 | time 41.81s | Loss: 1.5326799251837657
Iter 11500 | LR: 0.0002972958242766425 | MFU: 0.48387389387626256 | time 41.78s | Loss: 1.5080360480467778
Iter 12000 | LR: 0.00029705675197106015 | MFU: 0.48921910826356724 | time 41.83s | Loss: 1.4981165231438338
Iter 12500 | LR: 0.0002968077118866204 | MFU: 0.49413215665515425 | time 41.75s | Loss: 1.5389803901431138
Iter 13000 | LR: 0.00029654872959986934 | MFU: 0.4985320438811721 | time 41.77s | Loss: 1.47230259514181
Iter 13500 | LR: 0.00029627983170842233 | MFU: 0.5024922818284636 | time 41.77s | Loss: 1.4666842957143655
Iter 14000 | LR: 0.0002960010458282326 | MFU: 0.5059710484714747 | time 41.83s | Loss: 1.4374613052466871
Iter 14500 | LR: 0.0002957124005907548 | MFU: 0.509208272297046 | time 41.75s | Loss: 1.5027281187591142
Iter 15000 | Perplexity: 1664.1795654296875
Iter 15000 | LR: 0.00029541392564000487 | MFU: 0.4829887376330588 | time 90.99s | Loss: 1.36892769865226
Iter 15500 | LR: 0.00029510565162951536 | MFU: 0.48838091708141573 | time 41.86s | Loss: 1.4589541386580094
Iter 16000 | LR: 0.00029478761021918727 | MFU: 0.49326657025454407 | time 41.84s | Loss: 1.4910249795531842
Iter 16500 | LR: 0.0002944598340720387 | MFU: 0.4977776927113461 | time 41.75s | Loss: 1.4638060771394528
Iter 17000 | LR: 0.0002941223568508503 | MFU: 0.5018237748041466 | time 41.76s | Loss: 1.4768476658035075
Iter 17500 | LR: 0.00029377521321470807 | MFU: 0.5054633959805659 | time 41.76s | Loss: 1.4877865404938349
Iter 18000 | LR: 0.0002934184388154437 | MFU: 0.5086550975901833 | time 41.82s | Loss: 1.451166182849557
Iter 18500 | LR: 0.00029305207029397347 | MFU: 0.5116276763214218 | time 41.75s | Loss: 1.4947608529007976
Iter 19000 | LR: 0.00029267614527653485 | MFU: 0.5142853706394043 | time 41.76s | Loss: 1.3874197322060333
Iter 19500 | LR: 0.0002922907023708225 | MFU: 0.5166745326855805 | time 41.76s | Loss: 1.4531377168023016
Iter 20000 | Perplexity: 1611.4453125
Iter 20000 | LR: 0.00029189578116202306 | MFU: 0.48968612383051224 | time 91.07s | Loss: 1.4607495063333755
Iter 20500 | LR: 0.0002914914222087499 | MFU: 0.49450017826369896 | time 41.79s | Loss: 1.4780991039122453
Iter 21000 | LR: 0.00029107766703887763 | MFU: 0.49884033881798473 | time 41.78s | Loss: 1.4639486091095018
Iter 21500 | LR: 0.0002906545581452772 | MFU: 0.5027781118455797 | time 41.76s | Loss: 1.4898624082910823
Iter 22000 | LR: 0.00029022213898145175 | MFU: 0.5062375368436177 | time 41.83s | Loss: 1.417072019458283
Iter 22500 | LR: 0.00028978045395707414 | MFU: 0.5094474659304113 | time 41.75s | Loss: 1.4736473459517585
Iter 23000 | LR: 0.0002893295484334259 | MFU: 0.5123134591423962 | time 41.77s | Loss: 1.509474229544867
Iter 23500 | LR: 0.00028886946871873855 | MFU: 0.5148936049716427 | time 41.77s | Loss: 1.4570139747927897
Iter 24000 | LR: 0.0002884002620634378 | MFU: 0.5171317827358687 | time 41.83s | Loss: 1.4784063634695483
Iter 24500 | LR: 0.0002879219766552911 | MFU: 0.5192251665998356 | time 41.77s | Loss: 1.4619345763465377
Iter 25000 | Perplexity: 1502.82666015625
Iter 25000 | LR: 0.0002874346616144582 | MFU: 0.4919945166388548 | time 91.02s | Loss: 1.5058420685119922
Iter 25500 | LR: 0.0002869383669884471 | MFU: 0.4964359516887198 | time 41.90s | Loss: 1.4753701267531152
Iter 26000 | LR: 0.00028643314374697374 | MFU: 0.5004710165706961 | time 41.87s | Loss: 1.460361705231482
Iter 26500 | LR: 0.00028591904377672756 | MFU: 0.5042522081928702 | time 41.75s | Loss: 1.4661545783048493
Iter 27000 | LR: 0.00028539611987604257 | MFU: 0.5076032199173811 | time 41.79s | Loss: 1.4847872426034883
Iter 27500 | LR: 0.0002848644257494751 | MFU: 0.5106182377943494 | time 41.80s | Loss: 1.4033903032890533
Iter 28000 | LR: 0.0002843240160022882 | MFU: 0.5132633524840644 | time 41.85s | Loss: 1.4087004260509257
Iter 28500 | LR: 0.00028377494613484374 | MFU: 0.5157404178366252 | time 41.77s | Loss: 1.4345014426507992
Iter 29000 | LR: 0.0002832172725369024 | MFU: 0.5179576142679775 | time 41.78s | Loss: 1.4682705355458896
Iter 29500 | LR: 0.0002826510524818324 | MFU: 0.5199474676280412 | time 41.79s | Loss: 1.3904456530814058
Iter 30000 | Perplexity: 1242.323486328125
Iter 30000 | LR: 0.00028207634412072766 | MFU: 0.49262774746979493 | time 91.09s | Loss: 1.4200935322907775
Iter 30500 | LR: 0.0002814932064764354 | MFU: 0.49715040492065754 | time 41.79s | Loss: 1.4613254087220409
Iter 31000 | LR: 0.00028090169943749475 | MFU: 0.5012226330067496 | time 41.79s | Loss: 1.385357435664628
Iter 31500 | LR: 0.0002803018837519859 | MFU: 0.5049186876037923 | time 41.76s | Loss: 1.4507484773756005
Iter 32000 | LR: 0.0002796938210212915 | MFU: 0.5081524672370455 | time 41.83s | Loss: 1.4013425415963867
Iter 32500 | LR: 0.0002790775736937698 | MFU: 0.5111638796062072 | time 41.76s | Loss: 1.3467499908932976
Iter 33000 | LR: 0.00027845320505834174 | MFU: 0.5138561351645192 | time 41.77s | Loss: 1.4219940515002247
Iter 33500 | LR: 0.0002778207792379904 | MFU: 0.5162801437206652 | time 41.77s | Loss: 1.391856052895309
Iter 34000 | LR: 0.00027718036118317617 | MFU: 0.5183843971488294 | time 41.83s | Loss: 1.3836754341260527
Iter 34500 | LR: 0.0002765320166651661 | MFU: 0.5203846264383765 | time 41.75s | Loss: 1.424446396407439
Iter 35000 | Perplexity: 1013.6092529296875
Iter 35000 | LR: 0.0002758758122692791 | MFU: 0.49304721125239204 | time 90.99s | Loss: 1.3610918871825572
Iter 35500 | LR: 0.0002752118153880474 | MFU: 0.4974791822881938 | time 41.83s | Loss: 1.38539976812899
Iter 36000 | LR: 0.00027454009421429596 | MFU: 0.5014507382400104 | time 41.84s | Loss: 1.4727459275396537
Iter 36500 | LR: 0.00027386071773413814 | MFU: 0.5051372826195801 | time 41.75s | Loss: 1.394517063349484
Iter 37000 | LR: 0.00027317375571989154 | MFU: 0.5084430997336278 | time 41.76s | Loss: 1.3454385074670419
Iter 37500 | LR: 0.000272479278722912 | MFU: 0.5114065386063812 | time 41.77s | Loss: 1.4195178867608784
Iter 38000 | LR: 0.00027177735806634785 | MFU: 0.513998022996232 | time 41.83s | Loss: 1.2670903471822406
Iter 38500 | LR: 0.0002710680658378153 | MFU: 0.5164278728511036 | time 41.75s | Loss: 1.3254462275945116
Iter 39000 | LR: 0.0002703514748819948 | MFU: 0.5185992154035651 | time 41.77s | Loss: 1.408228187251369
Iter 39500 | LR: 0.0002696276587931498 | MFU: 0.5205557529830068 | time 41.76s | Loss: 1.4646435897098862
Iter 40000 | Perplexity: 900.2005004882812
Iter 40000 | LR: 0.00026889669190756864 | MFU: 0.49317775249216017 | time 91.08s | Loss: 1.3844851557747468
Iter 40500 | LR: 0.0002681586492959304 | MFU: 0.497639216264479 | time 41.79s | Loss: 1.3078666256566054
Iter 41000 | LR: 0.00026741360675559475 | MFU: 0.5016314286200445 | time 41.81s | Loss: 1.2824893050070385
Iter 41500 | LR: 0.0002666616408028176 | MFU: 0.5052276998864202 | time 41.81s | Loss: 1.275963901390788
Iter 42000 | LR: 0.0002659028286648932 | MFU: 0.508412594764313 | time 41.85s | Loss: 1.3786354335898074
Iter 42500 | LR: 0.00026513724827222226 | MFU: 0.5113943510894003 | time 41.76s | Loss: 1.3413079298858073
Iter 43000 | LR: 0.00026436497825030883 | MFU: 0.5140588671749226 | time 41.77s | Loss: 1.3067514027527074
Iter 43500 | LR: 0.0002635860979116856 | MFU: 0.5164398246070039 | time 41.79s | Loss: 1.3539748634968418
Iter 44000 | LR: 0.00026280068724776796 | MFU: 0.5184655373316507 | time 41.88s | Loss: 1.3414236007898588
Iter 44500 | LR: 0.00026200882692063916 | MFU: 0.5204234660511182 | time 41.77s | Loss: 1.3447107848594901
Iter 45000 | Perplexity: 806.5659790039062
Iter 45000 | LR: 0.00026121059825476626 | MFU: 0.4930792994967338 | time 91.00s | Loss: 1.3224784357298638
Iter 45500 | LR: 0.00026040608322864807 | MFU: 0.49750829389613394 | time 41.83s | Loss: 1.3649992612015918
Iter 46000 | LR: 0.0002595953644663957 | MFU: 0.5014707833378755 | time 41.84s | Loss: 1.3520220492850066
Iter 46500 | LR: 0.0002587785252292473 | MFU: 0.5051490751359851 | time 41.76s | Loss: 1.28838930191123
Iter 47000 | LR: 0.00025795564940701696 | MFU: 0.50842308579679 | time 41.78s | Loss: 1.3708969085069846
Iter 47500 | LR: 0.00025712682150947925 | MFU: 0.5113600236018611 | time 41.79s | Loss: 1.339033283875322
Iter 48000 | LR: 0.00025629212665768974 | MFU: 0.5139431167556805 | time 41.84s | Loss: 1.3541531228111123
Iter 48500 | LR: 0.00025545165057524354 | MFU: 0.5163748614823044 | time 41.76s | Loss: 1.3567743918218182
Iter 49000 | LR: 0.000254605479579471 | MFU: 0.5184095700512856 | time 41.88s | Loss: 1.3417881864646908
Iter 49500 | LR: 0.00025375370057257305 | MFU: 0.5202396652223003 | time 41.88s | Loss: 1.3613924241682982
Iter 50000 | Perplexity: 751.1847534179688
Iter 50000 | LR: 0.0002528964010326962 | MFU: 0.49284942582026536 | time 91.24s | Loss: 1.305826351640281
Iter 50500 | LR: 0.0002520336690049488 | MFU: 0.4913543655124972 | time 47.03s | Loss: 1.3813032228383237
Iter 51000 | LR: 0.00025116559309235824 | MFU: 0.49594583582299456 | time 41.83s | Loss: 1.3879971997463145
Iter 51500 | LR: 0.0002502922624467718 | MFU: 0.5000810351224205 | time 41.83s | Loss: 1.3441849717783045
Iter 52000 | LR: 0.0002494137667597006 | MFU: 0.5037147859017024 | time 41.90s | Loss: 1.2662793703464557
Iter 52500 | LR: 0.0002485301962531081 | MFU: 0.5070989799592737 | time 41.81s | Loss: 1.2989673598494844
Iter 53000 | LR: 0.0002476416416701445 | MFU: 0.5101224792922859 | time 41.83s | Loss: 1.3400214657100131
Iter 53500 | LR: 0.00024674819426582714 | MFU: 0.51287355122698 | time 41.80s | Loss: 1.35379734917369
Iter 54000 | LR: 0.0002458499457976686 | MFU: 0.5152926312472573 | time 41.85s | Loss: 1.2668026211904357
Iter 54500 | LR: 0.0002449469885162534 | MFU: 0.5175102962285562 | time 41.82s | Loss: 1.2987694983516114
Iter 55000 | Perplexity: 707.3727416992188
Iter 55000 | LR: 0.00024403941515576343 | MFU: 0.49045079874677033 | time 91.03s | Loss: 1.3509917493502153
Iter 55500 | LR: 0.00024312731892445438 | MFU: 0.49506834909729464 | time 41.88s | Loss: 1.3117931547341868
Iter 56000 | LR: 0.0002422107934950832 | MFU: 0.49922129329259174 | time 41.89s | Loss: 1.2935523007094156
Iter 56500 | LR: 0.00024128993299528758 | MFU: 0.5031304074507255 | time 41.75s | Loss: 1.268332912039477
Iter 57000 | LR: 0.00024036483199791947 | MFU: 0.5066209389628366 | time 41.77s | Loss: 1.3258204006997416
Iter 57500 | LR: 0.00023943558551133183 | MFU: 0.5097601969322579 | time 41.78s | Loss: 1.3094176430546218
Iter 58000 | LR: 0.00023850228896962175 | MFU: 0.5123956147129014 | time 41.92s | Loss: 1.2703983154555325
Iter 58500 | LR: 0.000237565038222829 | MFU: 0.5149113838020754 | time 41.81s | Loss: 1.2761590123875062
Iter 59000 | LR: 0.00023662392952709227 | MFU: 0.5172043995312843 | time 41.79s | Loss: 1.3444089689292031
Iter 59500 | LR: 0.00023567905953476354 | MFU: 0.5192988196372179 | time 41.76s | Loss: 1.3143944732408281
Iter 60000 | Perplexity: 649.3112182617188
Iter 60000 | LR: 0.00023473052528448203 | MFU: 0.4920466108669899 | time 91.08s | Loss: 1.3328760693839292
Iter 60500 | LR: 0.00023377842419120806 | MFU: 0.4966214962177781 | time 41.79s | Loss: 1.2748253391779127
Iter 61000 | LR: 0.00023282285403621863 | MFU: 0.500699827225947 | time 41.82s | Loss: 1.277431411002182
Iter 61500 | LR: 0.00023186391295706516 | MFU: 0.504441683964049 | time 41.77s | Loss: 1.2981651942129258
Iter 62000 | LR: 0.00023090169943749473 | MFU: 0.5077215026286984 | time 41.84s | Loss: 1.277958945123828
Iter 62500 | LR: 0.0002299363122973358 | MFU: 0.5107697359619335 | time 41.76s | Loss: 1.2659515367806298
Iter 63000 | LR: 0.00022896785068234922 | MFU: 0.5134885157036294 | time 41.78s | Loss: 1.2827342353324647
Iter 63500 | LR: 0.0002279964140540461 | MFU: 0.5159551542815732 | time 41.76s | Loss: 1.3011282208201014
Iter 64000 | LR: 0.00022702210217947285 | MFU: 0.5180911731592153 | time 41.83s | Loss: 1.3280098820192499
Iter 64500 | LR: 0.00022604501512096532 | MFU: 0.5201069932620302 | time 41.76s | Loss: 1.2588491670903759
Iter 65000 | Perplexity: 588.7474975585938
Iter 65000 | LR: 0.00022506525322587206 | MFU: 0.4927943142239707 | time 91.00s | Loss: 1.250770662963623
Iter 65500 | LR: 0.0002240829171162488 | MFU: 0.4972534582553384 | time 41.82s | Loss: 1.2912012504821189
Iter 66000 | LR: 0.00022309810767852432 | MFU: 0.5011981901689979 | time 41.88s | Loss: 1.3138488386670357
Iter 66500 | LR: 0.0002221109260531397 | MFU: 0.5048521775907502 | time 41.80s | Loss: 1.3064259591541503
Iter 67000 | LR: 0.00022112147362416074 | MFU: 0.5081444019821704 | time 41.79s | Loss: 1.2670395665365508
Iter 67500 | LR: 0.00022012985200886603 | MFU: 0.5111329082228614 | time 41.77s | Loss: 1.173718916421058
Iter 68000 | LR: 0.0002191361630473106 | MFU: 0.5137362080942797 | time 41.84s | Loss: 1.280322000815068
Iter 68500 | LR: 0.0002181405087918673 | MFU: 0.5161857883890736 | time 41.76s | Loss: 1.2917344576126195
Iter 69000 | LR: 0.00021714299149674536 | MFU: 0.5183332701143196 | time 41.80s | Loss: 1.3305515753570953
Iter 69500 | LR: 0.00021614371360748934 | MFU: 0.5202085329765055 | time 41.85s | Loss: 1.2547245254012522
Iter 70000 | Perplexity: 541.11279296875
Iter 70000 | LR: 0.00021514277775045766 | MFU: 0.49285552570234026 | time 91.11s | Loss: 1.2858964685801768
Iter 70500 | LR: 0.00021414028672228294 | MFU: 0.49733986433744554 | time 41.80s | Loss: 1.2296743060840527
Iter 71000 | LR: 0.00021313634347931465 | MFU: 0.501355775806801 | time 41.82s | Loss: 1.2897254354800691
Iter 71500 | LR: 0.00021213105112704547 | MFU: 0.504969520285938 | time 41.82s | Loss: 1.313086038721667
Iter 72000 | LR: 0.00021112451290952234 | MFU: 0.5081446547992863 | time 41.88s | Loss: 1.2925761136022624
Iter 72500 | LR: 0.00021011683219874323 | MFU: 0.5111599813303226 | time 41.75s | Loss: 1.2297240549465638
Iter 73000 | LR: 0.00020910811248404064 | MFU: 0.5138432652987199 | time 41.78s | Loss: 1.2026171205710852
Iter 73500 | LR: 0.00020809845736145344 | MFU: 0.5162234569264875 | time 41.80s | Loss: 1.2950826958098336
Iter 74000 | LR: 0.0002070879705230873 | MFU: 0.5183195795260195 | time 41.84s | Loss: 1.2253540869307467
Iter 74500 | LR: 0.0002060767557464656 | MFU: 0.520318407969468 | time 41.75s | Loss: 1.2423307534249024
Iter 75000 | Perplexity: 494.5077209472656
Iter 75000 | LR: 0.00020506491688387126 | MFU: 0.4929830677811771 | time 91.01s | Loss: 1.213075406115968
Iter 75500 | LR: 0.0002040525578516813 | MFU: 0.4974423593523578 | time 41.81s | Loss: 1.217580032676051
Iter 76000 | LR: 0.00020303978261969428 | MFU: 0.5013723384028864 | time 41.87s | Loss: 1.2286090917012207
Iter 76500 | LR: 0.00020202669520045277 | MFU: 0.5050635693495693 | time 41.75s | Loss: 1.3084190277440926
Iter 77000 | LR: 0.00020101339963856112 | MFU: 0.5083693870027743 | time 41.77s | Loss: 1.3070388550753704
Iter 77500 | LR: 0.00019999999999999998 | MFU: 0.5113465213083481 | time 41.77s | Loss: 1.2712266511283812
Iter 78000 | LR: 0.0001989866003614389 | MFU: 0.5139405177829028 | time 41.83s | Loss: 1.2478463882755018
Iter 78500 | LR: 0.00019797330479954725 | MFU: 0.5163731755015939 | time 41.76s | Loss: 1.2534429809864382
Iter 79000 | LR: 0.00019696021738030574 | MFU: 0.5185427182968007 | time 41.77s | Loss: 1.201690678161685
Iter 79500 | LR: 0.0001959474421483187 | MFU: 0.5204944358461085 | time 41.77s | Loss: 1.2052764953143198
Iter 80000 | Perplexity: 459.5251770019531
Iter 80000 | LR: 0.00019493508311612873 | MFU: 0.49312480275101206 | time 91.07s | Loss: 1.2067515244445532
Iter 80500 | LR: 0.0001939232442535344 | MFU: 0.4974873784956266 | time 41.87s | Loss: 1.242875197148532
Iter 81000 | LR: 0.00019291202947691272 | MFU: 0.5015180815431474 | time 41.79s | Loss: 1.320287947019096
Iter 81500 | LR: 0.00019190154263854658 | MFU: 0.5051658953738674 | time 41.78s | Loss: 1.1407609816815232
Iter 82000 | LR: 0.00019089188751595935 | MFU: 0.5076089555960848 | time 42.44s | Loss: 1.2872132078919085
Iter 82500 | LR: 0.0001898831678012568 | MFU: 0.510668386787651 | time 41.76s | Loss: 1.2520933960302496
Iter 83000 | LR: 0.00018887548709047762 | MFU: 0.5134172526936602 | time 41.76s | Loss: 1.1217903940560068
Iter 83500 | LR: 0.0001878689488729545 | MFU: 0.5158859318125693 | time 41.77s | Loss: 1.2277504045225216
Iter 84000 | LR: 0.00018686365652068537 | MFU: 0.5180220807194634 | time 41.83s | Loss: 1.2176475416708847
Iter 84500 | LR: 0.00018585971327771708 | MFU: 0.5200449219317732 | time 41.76s | Loss: 1.2009945703815907
